timestamp,open,high,low,close,volume,source,symbol,interval
2023-01-18 00:00:00+00:00,21132.29,21650.0,20407.15,20677.47,350916.01949,binance,BTCUSDT,1d
2023-01-19 00:00:00+00:00,20677.47,21192.0,20659.19,21071.59,251385.84925,binance,BTCUSDT,1d
2023-01-20 00:00:00+00:00,21071.59,22755.93,20861.28,22667.21,338079.13659,binance,BTCUSDT,1d
2023-01-21 00:00:00+00:00,22666.0,23371.8,22422.0,22783.55,346445.48432,binance,BTCUSDT,1d
2023-01-22 00:00:00+00:00,22783.35,23078.71,22292.37,22707.88,253577.75286,binance,BTCUSDT,1d
2023-01-23 00:00:00+00:00,22706.02,23180.0,22500.0,22916.45,293588.37938,binance,BTCUSDT,1d
2023-01-24 00:00:00+00:00,22917.81,23162.2,22462.93,22632.89,293158.78254,binance,BTCUSDT,1d
2023-01-25 00:00:00+00:00,22631.94,23816.73,22300.0,23060.94,346042.83223,binance,BTCUSDT,1d
2023-01-26 00:00:00+00:00,23060.42,23282.47,22850.01,23009.65,288924.43581,binance,BTCUSDT,1d
2023-01-27 00:00:00+00:00,23009.65,23500.0,22534.88,23074.16,280833.86315,binance,BTCUSDT,1d
2023-01-28 00:00:00+00:00,23074.16,23189.0,22878.46,23022.6,148115.71085,binance,BTCUSDT,1d
2023-01-29 00:00:00+00:00,23021.4,23960.54,22967.76,23742.3,295688.79204,binance,BTCUSDT,1d
2023-01-30 00:00:00+00:00,23743.37,23800.51,22500.0,22826.15,302405.90121,binance,BTCUSDT,1d
2023-01-31 00:00:00+00:00,22827.38,23320.0,22714.77,23125.13,264649.34909,binance,BTCUSDT,1d
2023-02-01 00:00:00+00:00,23125.13,23812.66,22760.23,23732.66,310790.42271,binance,BTCUSDT,1d
2023-02-02 00:00:00+00:00,23731.41,24255.0,23363.27,23488.94,364177.20751,binance,BTCUSDT,1d
2023-02-03 00:00:00+00:00,23489.33,23715.7,23204.62,23431.9,332571.02904,binance,BTCUSDT,1d
2023-02-04 00:00:00+00:00,23431.9,23587.78,23253.96,23326.84,166126.47295,binance,BTCUSDT,1d
2023-02-05 00:00:00+00:00,23327.66,23433.33,22743.0,22932.91,209251.33917,binance,BTCUSDT,1d
